I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk
*_,WATR.L,Water Intelligence plc,Industrials,Specialty Business Services,0.00,330.00 - 342.50,335.00 - 347.50,5.00 - 17.50,330.00,353.50,24763,2,0.558
@_,WEIR.L,The Weir Group PLC,Industrials,Specialty Industrial Machinery,1.00,2476.00 - 2552.00,2526.00 - 2606.00,50.00 - 130.00,2592.00,346.00,538352,5,1.049
@_,WHI.L,WH Ireland Group plc,Financial Services,Capital Markets,0.00,2.00 - 2.00,2.20 - 2.20,0.20 - 0.20,2.20,500.00,16801,2,0.39
@_,WHR.L,Warehouse REIT Ord,Real Estate,REIT Industrial,3.00,111.20 - 112.20,112.40 - 115.00,1.20 - 3.80,115.00,176.00,11208461,8,UNKNOWN
@_,WIL.L,Wilmington plc,Consumer Defensive,Education & Training Services,0.33,318.62 - 327.00,324.78 - 348.00,6.16 - 29.38,329.00,1386.90,101192,3,0.343
*_,WINE.L,Naked Wines plc,Consumer Defensive,Beverages Wineries & Distilleries,0.00,70.20 - 73.70,71.24 - 75.80,1.04 - 5.60,72.20,1113.45,65739,3,1.548
*_,WINK.L,M Winkworth PLC,Real Estate,Real Estate Services,1.00,202.00 - 206.50,206.00 - 210.00,4.00 - 8.00,203.22,322.80,2898,1,0.56
@_,WISE.L,Wise plc,Technology,Information Technology Services,1.33,1032.00 - 1090.00,1063.00 - 1112.00,31.00 - 80.00,1084.00,516.00,1171231,6,0.63
*_,WIX.L,Wickes Group plc,Consumer Cyclical,Home Improvement Retail,1.00,226.00 - 228.00,230.50 - 232.00,4.50 - 6.00,225.00,183.00,722948,5,0.916
*_,WIZZ.L,Wizz Air Holdings Plc,Industrials,Airlines,0.67,1064.00 - 1086.09,1083.00 - 1111.00,19.00 - 47.00,1038.00,265.16,851345,5,2.159
*_,WJG.L,Watkin Jones Plc,Consumer Cyclical,Residential Construction,1.00,27.50 - 27.95,28.00 - 28.35,0.50 - 0.85,27.45,329.03,839296,5,1.467
@_,WKP.L,Workspace Group Plc,Real Estate,REIT Office,1.00,392.95 - 393.00,397.50 - 398.50,4.55 - 5.55,397.00,120.60,1027794,6,0.936
@_,WKS.L,Winking Studios Limited,Communication Services,Electronic Gaming & Multimedia,1.33,12.50 - 12.50,12.90 - 13.00,0.40 - 0.50,12.50,520.00,18421,2,UNKNOWN
@_,WNX.L,Wellnex Life Limited,Consumer Defensive,Packaged Foods,0.00,15.05 - 15.05,15.50 - 15.50,0.45 - 0.45,15.50,149.40,644,1,0.993
*_,WOSG.L,Watches of Switzerland Group PLC,Consumer Cyclical,Luxury Goods,1.50,364.20 - 369.33,375.40 - 379.00,11.20 - 14.80,361.00,271.31,1657802,6,1.848
@_,WPHO.L,Windar Photonics PLC,Technology,Electronic Components,0.71,49.00 - 53.67,50.00 - 57.99,1.00 - 8.99,56.00,1426.91,114061,3,1.331
*_,WPP.L,WPP plc,Communication Services,Advertising Agencies,0.00,426.60 - 426.60,445.10 - 445.10,18.50 - 18.50,421.60,203.50,5408867,7,0.787
@_,WPS.L,W.A.G payment solutions plc,Technology,Software Infrastructure,0.67,79.60 - 85.16,82.60 - 87.20,3.00 - 7.60,87.00,715.92,260947,4,0.162
@_,WRKS.L,TheWorks.co.uk plc,Consumer Cyclical,Specialty Retail,0.67,55.71 - 58.75,58.29 - 60.00,2.58 - 4.29,59.25,938.53,150641,3,1.184
@_,WSBN.L,Wishbone Gold Plc,Basic Materials,Gold,9.00,0.27 - 0.27,0.75 - 0.75,0.48 - 0.48,0.69,8781.12,209989937,10,1.46
*_,WSG.L,Westminster Group PLC,Industrials,Security & Protection Services,0.50,2.50 - 2.83,2.65 - 2.90,0.15 - 0.40,2.60,1119.98,561163,5,0.997
@_,WSP.L,Wynnstay Properties Plc,Real Estate,Real Estate Diversified,6.00,760.00 - 760.00,800.00 - 800.00,40.00 - 40.00,760.00,240.00,591,1,0.078
@_,WTB.L,Whitbread plc,Consumer Cyclical,Lodging,4.00,2915.00 - 2997.00,2995.06 - 3063.51,80.06 - 148.51,3010.00,146.57,831818,5,1.109
@_,WWH.L,Worldwide Healthcare Ord,Financial Services,Asset Management,3.00,299.50 - 299.50,308.00 - 308.00,8.50 - 8.50,305.50,136.00,1784751,6,UNKNOWN
*_,WYN.L,Wynnstay Group Plc,Basic Materials,Agricultural Inputs,1.00,363.50 - 376.10,380.00 - 385.00,16.50 - 21.50,362.50,449.15,42914,2,0.291
@_,XAR.L,Xaar plc,Technology,Computer Hardware,0.40,121.80 - 124.65,125.00 - 127.50,3.20 - 5.70,126.50,918.50,45067,2,0.895
@_,XPF.L,XP Factory Plc,Consumer Cyclical,Leisure,0.00,11.00 - 11.10,11.25 - 11.50,0.25 - 0.50,11.25,940.18,173928,3,1.795
@_,XPP.L,XP Power Limited,Industrials,Electrical Equipment & Parts,1.00,870.00 - 900.00,903.62 - 942.00,33.62 - 72.00,932.00,704.40,15169,2,1.44
@_,XPS.L,XPS Pensions Group plc,Consumer Cyclical,Personal Services,0.60,356.50 - 378.00,364.00 - 387.50,7.50 - 31.00,379.33,560.00,1170178,6,0.334
@_,XSG.L,Xeros Technology Group plc,Industrials,Specialty Industrial Machinery,0.00,1.40 - 1.42,1.50 - 1.55,0.10 - 0.15,1.50,3408.79,527021,5,2.032
@_,XTR.L,Xtract Resources Plc,Basic Materials,Gold,0.00,0.70 - 0.75,0.77 - 0.80,0.07 - 0.10,0.75,3903.61,876889,5,-0.31
@_,YCA.L,Yellow Cake plc,Energy,Uranium,1.00,474.00 - 474.00,482.60 - 482.60,8.60 - 8.60,490.40,86.00,719680,5,0.316
*_,YNGA.L,Young & Co.'s Brewery  P.L.C.,Consumer Cyclical,Restaurants,1.25,937.00 - 945.00,951.00 - 962.00,14.00 - 25.00,930.00,275.00,38459,2,1.364
@_,YNGN.L,Young & Co.'s Brewery  P.L.C.,Consumer Cyclical,Restaurants,0.67,615.00 - 641.00,626.00 - 666.24,11.00 - 51.24,656.75,534.44,41061,2,1.364
@_,YOU.L,YouGov plc,Industrials,Consulting Services,1.67,376.00 - 385.50,383.38 - 395.50,7.38 - 19.50,392.00,457.44,662002,5,1.178
@_,YU.L,Yü Group PLC,Utilities,Utilities Diversified,0.50,1570.00 - 1611.20,1619.80 - 1650.00,49.80 - 80.00,1637.00,265.80,17422,2,0.684
@_,ZAM.L,Zambeef Products PLC,Consumer Defensive,Packaged Foods,0.00,3.70 - 3.90,4.00 - 4.00,0.30 - 0.30,3.80,533.50,92098,3,-0.316
@_,ZED.L,Zenova Group Plc,Basic Materials,Specialty Chemicals,1.00,0.22 - 0.23,0.24 - 0.25,0.02 - 0.03,0.24,1528.13,1108916,6,-0.517
@_,ZEG.L,Zegona Communications plc,Communication Services,Telecom Services,2.50,694.00 - 748.00,756.00 - 774.00,62.00 - 80.00,770.00,590.00,272129,4,3.014
*_,ZEN.L,Zenith Energy Ltd.,Energy,Oil & Gas E&P,0.50,16.00 - 16.75,16.45 - 17.50,0.45 - 1.50,16.00,979.80,428735,4,0.793
*_,ZIG.L,Zigup Plc,Industrials,Rental & Leasing Services,2.00,325.50 - 355.50,334.50 - 364.50,9.00 - 39.00,338.00,388.50,757467,5,1.403
@_,ZIN.L,Zinc Media Group plc,Communication Services,Entertainment,0.00,67.00 - 67.00,68.50 - 68.50,1.50 - 1.50,68.50,111.00,2569,1,-0.3
*_,ZIOC.L,Zanaga Iron Ore Company Limited,Basic Materials,Steel,1.00,6.53 - 6.86,6.95 - 7.48,0.42 - 0.95,6.75,1483.79,531242,5,2.251
@_,ZNWD.L,Zinnwald Lithium Plc,Basic Materials,Other Industrial Metals & Mining,0.11,5.20 - 5.35,5.40 - 5.50,0.20 - 0.30,5.30,1223.62,200648,4,0.417
@_,ZOO.L,ZOO Digital Group plc,Technology,Software Application,1.00,14.95 - 15.75,15.94 - 17.40,0.99 - 2.45,16.00,1186.71,288404,4,0.761
*_,ZPHR.L,Zephyr Energy plc,Energy,Oil & Gas E&P,0.00,2.90 - 2.96,2.98 - 3.04,0.08 - 0.13,2.95,1008.83,3106770,6,0.471
*_,ZTF.L,Zotefoams plc,Basic Materials,Specialty Chemicals,0.33,302.76 - 322.00,315.00 - 331.00,12.24 - 28.24,316.77,413.56,54162,3,0.756
