I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
@_,TND.L,Tandem Group plc,Consumer Cyclical,Leisure,2.00,191.80 - 192.50,194.90 - 201.00,3.10 - 9.20,192.50,379.02,4777,1,1.124,3
@_,TON.L,Titon Holdings Plc,Industrials,Building Products & Equipment,0.00,86.25 - 86.60,90.00 - 92.00,3.75 - 5.75,90.00,521.55,5472,1,-0.023,2
*_,TOWN.L,Town Centre Securities Plc,Real Estate,REIT Diversified,0.75,130.00 - 130.50,133.00 - 139.00,3.00 - 9.00,129.50,966.72,16820,2,1.01,4
@_,TPFG.L,The Property Franchise Group PLC,Real Estate,Real Estate Services,1.00,560.00 - 560.00,566.38 - 568.00,6.38 - 8.00,567.70,177.44,91575,3,0.167,3
@_,TPK.L,Travis Perkins plc,Industrials,Industrial Distribution,1.40,612.50 - 621.00,619.00 - 633.50,6.50 - 21.00,632.50,340.00,708056,5,1.358,5
*_,TPT.L,Topps Tiles Plc,Consumer Cyclical,Home Improvement Retail,0.27,35.10 - 37.90,36.10 - 39.00,1.00 - 3.90,36.90,2359.25,138801,3,1.143,15
@_,TPX.L,TPXimpact Holdings plc,Technology,Information Technology Services,0.25,18.00 - 18.77,18.50 - 19.00,0.50 - 1.00,18.50,489.12,UNKNOWN,0,UNKNOWN,4
@_,TRAC.L,t42 IoT Tracking Solutions PLC,Technology,Scientific & Technical Instruments,0.00,2.30 - 2.68,2.50 - 2.95,0.20 - 0.65,2.75,4026.07,925044,5,0.967,9
*_,TRB.L,Tribal Group plc,Technology,Software Application,0.11,48.06 - 60.67,49.89 - 63.00,1.83 - 14.94,60.00,3913.06,387060,4,0.176,19
@_,TRC.L,The Revel Collective Plc,Consumer Cyclical,Restaurants,0.50,0.23 - 0.23,0.28 - 0.29,0.05 - 0.06,0.25,4581.96,1669246,6,2.174,4
*_,TRCS.L,Tracsis plc,Technology,Software Application,0.31,352.50 - 366.00,357.00 - 375.00,4.50 - 22.50,362.50,1422.70,46621,2,0.677,16
@_,TRD.L,Triad Group plc,Technology,Information Technology Services,0.50,242.25 - 295.00,245.00 - 300.00,2.75 - 57.75,295.00,2012.50,98608,3,1.431,10
*_,TRI.L,Trifast plc,Industrials,Tools & Accessories,0.62,77.30 - 79.00,79.43 - 81.80,2.12 - 4.50,76.70,1403.87,106976,3,0.741,8
@_,TRIG.L,The Renewables Infrastructure Group Limited,UNKNOWN,UNKNOWN,1.00,77.20 - 79.10,78.40 - 79.90,1.20 - 2.70,79.50,317.83,4661767,6,UNKNOWN,4
@_,TRLS.L,Trellus Health plc,Healthcare,Health Information Services,0.00,0.62 - 0.65,0.69 - 0.80,0.07 - 0.19,0.70,6237.02,1026884,6,2.123,9
@_,TRN.L,Trainline plc,Consumer Cyclical,Travel Services,0.43,261.00 - 269.60,265.80 - 273.00,4.80 - 12.00,274.00,610.46,528154,5,1.386,7
*_,TRST.L,Trustpilot Group plc,Technology,Software Application,0.00,227.20 - 227.20,229.80 - 229.80,2.60 - 2.60,210.40,57.20,1165079,6,0.904,1
@_,TRU.L,TruFin plc,Financial Services,Credit Services,0.10,99.10 - 115.62,115.50 - 118.00,16.40 - 18.90,110.50,1783.98,484933,4,0.523,10
@_,TRX.L,Tissue Regenix Group plc,Healthcare,Biotechnology,0.33,28.10 - 29.00,29.60 - 30.00,1.50 - 1.90,29.00,1853.45,26746,2,0.889,9
@_,TRY.L,TR Property Ord,Financial Services,Asset Management,1.75,323.50 - 326.50,327.48 - 334.50,3.98 - 11.00,330.50,314.70,547326,5,UNKNOWN,4
@_,TSCO.L,Tesco PLC,Consumer Defensive,Grocery Stores,2.33,412.90 - 423.90,419.90 - 430.60,7.00 - 17.70,427.20,214.90,11002338,8,0.619,3
@_,TST.L,Touchstar plc,Technology,Computer Hardware,0.00,85.00 - 89.00,88.50 - 90.00,3.50 - 5.00,87.50,550.20,4711,1,0.808,5
@_,TSTL.L,Tristel plc,Healthcare,Medical Instruments & Supplies,0.13,350.00 - 370.34,356.00 - 375.00,6.00 - 25.00,372.50,1140.27,88517,3,0.24,15
@_,TTE.L,TotalEnergies SE,Energy,Oil & Gas Integrated,1.67,52.21 - 53.43,53.50 - 54.72,1.29 - 2.51,54.67,298.92,1744972,6,0.715,3
@_,TTG.L,TT Electronics plc,Technology,Electronic Components,0.21,90.74 - 98.66,91.70 - 99.90,0.96 - 9.16,99.20,1304.79,452283,4,0.804,14
@_,TUN.L,Tungsten West PLC,Basic Materials,Other Industrial Metals & Mining,0.08,8.50 - 8.84,8.95 - 9.50,0.45 - 1.00,9.00,6957.62,294249,4,-0.292,25
*_,TUNE.L,Focusrite plc,Consumer Cyclical,Leisure,0.00,160.00 - 161.50,161.89 - 164.40,1.89 - 4.40,152.50,623.61,54484,3,0.574,7
@_,TW.L,Taylor Wimpey plc,Consumer Cyclical,Residential Construction,0.25,99.48 - 99.56,100.70 - 101.25,1.22 - 1.77,100.75,274.50,21908314,8,1.722,4
*_,TXP.L,Touchstone Exploration Inc.,Energy,Oil & Gas E&P,0.00,12.68 - 15.90,13.98 - 16.39,1.30 - 3.71,14.00,2215.96,967045,5,0.235,9
*_,UEM.L,Utilico Emerging Markets Ord,Financial Services,Asset Management,1.33,248.51 - 250.00,252.00 - 254.00,3.49 - 5.49,249.47,220.40,268838,4,0.398,3
@_,UFO.L,Alien Metals Limited,Basic Materials,Other Precious Metals & Mining,7.00,0.12 - 0.12,0.19 - 0.19,0.06 - 0.06,0.19,2857.12,99000818,9,-0.105,1
*_,UJO.L,Union Jack Oil plc,Energy,Oil & Gas E&P,0.00,4.93 - 5.34,5.07 - 5.40,0.14 - 0.47,5.20,2299.06,399500,4,0.463,17
@_,UKR.L,Ukrproduct Group Limited,Consumer Defensive,Packaged Foods,3.00,5.50 - 5.50,6.00 - 6.00,0.50 - 0.50,5.75,454.50,35093,2,1.02,1
*_,UKW.L,Greencoat UK Wind,Utilities,Utilities Renewable,0.00,114.60 - 114.60,116.61 - 116.61,2.01 - 2.01,112.90,86.43,4530489,6,UNKNOWN,1
@_,ULTP.L,Ultimate Products Plc,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.06,53.55 - 64.74,54.29 - 65.54,0.75 - 11.99,65.54,3238.54,296537,4,0.725,32
@_,ULVR.L,Unilever PLC,Consumer Defensive,Household & Personal Products,1.20,4504.00 - 4636.00,4563.01 - 4686.00,59.01 - 182.00,4663.00,282.01,2940728,6,0.205,5
@_,UMR.L,Unicorn Mineral Resources Public Limited Company,Basic Materials,Other Industrial Metals & Mining,6.00,4.00 - 4.00,4.38 - 4.38,0.38 - 0.38,4.25,475.00,21866,2,UNKNOWN,1
@_,UOG.L,United Oil & Gas Plc,Energy,Oil & Gas E&P,0.00,0.14 - 0.16,0.17 - 0.18,0.03 - 0.04,0.16,5357.35,11182454,8,1.251,7
*_,UPL.L,Upland Resources Limited,Energy,Oil & Gas E&P,0.12,1.04 - 1.07,1.08 - 1.12,0.04 - 0.09,1.05,1852.67,1918195,6,1.76,8
@_,UPR.L,Uniphar plc,Healthcare,Medical Distribution,0.30,338.00 - 342.00,344.00 - 350.00,6.00 - 12.00,342.00,1032.78,19301,2,0.924,10
@_,URU.L,URU Metals Limited,Basic Materials,Other Industrial Metals & Mining,0.20,3.50 - 3.75,3.81 - 3.97,0.31 - 0.47,3.75,3172.59,186184,3,-0.097,10
@_,USA.L,Baillie Gifford US Growth Ord,Financial Services,Asset Management,1.50,261.00 - 264.45,265.50 - 268.00,4.50 - 7.00,264.32,149.40,466928,4,UNKNOWN,2
@_,UTG.L,Unite Group PLC,Real Estate,REIT Diversified,5.00,728.50 - 728.50,745.00 - 745.00,16.50 - 16.50,733.50,99.00,1047212,6,1.141,1
@_,UU.L,United Utilities Group PLC,Utilities,Utilities Regulated Water,1.40,1118.00 - 1162.50,1131.50 - 1175.00,13.50 - 57.00,1168.00,282.40,1626417,6,0.413,5
@_,VAL.L,ValiRx plc,Healthcare,Biotechnology,0.57,0.50 - 0.52,0.55 - 0.55,0.05 - 0.05,0.52,2216.90,331235,4,-0.484,7
*_,VALT.L,Valterra Platinum Limited,Basic Materials,Other Precious Metals & Mining,1.00,3550.00 - 3600.00,3620.00 - 3660.00,70.00 - 110.00,3580.00,390.00,290810,4,0.856,6
@_,VANL.L,Van Elle Holdings plc,Industrials,Engineering & Construction,0.00,40.00 - 40.95,40.95 - 42.00,0.95 - 2.00,41.50,1314.60,76757,3,0.639,10
*_,VANQ.L,Vanquis Banking Group plc,Financial Services,Banks Regional,0.38,111.20 - 115.60,113.20 - 118.20,2.00 - 7.00,115.20,736.38,824528,5,1.505,8
*_,VCP.L,Victoria PLC,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.00,80.30 - 81.40,82.30 - 84.00,2.00 - 3.70,71.00,525.82,160877,3,0.727,4
@_,VCT.L,Victrex plc,Basic Materials,Specialty Chemicals,0.20,681.00 - 699.00,692.00 - 707.00,11.00 - 26.00,706.00,443.31,78270,3,0.649,5
@_,VEIL.L,Vietnam Enterprise Ord,Financial Services,Asset Management,0.80,707.00 - 734.93,714.48 - 746.67,7.48 - 39.67,737.00,319.22,248455,4,UNKNOWN,5
@_,VEL.L,Velocity Composites plc,Industrials,Aerospace & Defense,0.00,22.00 - 23.25,22.94 - 23.50,0.94 - 1.50,23.00,786.97,43205,2,1.22,5
*_,VIC.L,Victorian Plumbing Group plc,Consumer Cyclical,Home Improvement Retail,0.60,65.00 - 66.38,67.00 - 68.20,2.00 - 3.20,65.60,735.80,301614,4,0.894,5
*_,VID.L,Videndum Plc,Technology,Consumer Electronics,0.33,50.56 - 55.40,52.00 - 56.80,1.44 - 6.24,51.24,1505.56,286454,4,0.585,12
*_,VINO.L,Virgin Wines UK PLC,Consumer Defensive,Beverages Wineries & Distilleries,0.00,71.90 - 78.11,72.75 - 79.00,0.85 - 7.10,71.50,115.61,122932,3,1.187,2
*_,VIP.L,Value and Indexed Property Income Ord,Financial Services,Asset Management,0.56,204.00 - 208.67,208.75 - 215.00,4.75 - 11.00,207.00,831.97,33488,2,UNKNOWN,9
@_,VLE.L,Volvere plc,Consumer Defensive,Packaged Foods,0.67,2075.00 - 2080.00,2120.00 - 2127.00,45.00 - 52.00,2080.00,540.00,618,1,0.498,6
*_,VLG.L,Venture Life Group plc,Consumer Defensive,Household & Personal Products,0.36,58.00 - 59.02,59.48 - 60.00,1.48 - 2.00,57.50,1134.09,184825,3,0.24,11
*_,VLX.L,Volex plc,Industrials,Electrical Equipment & Parts,1.00,349.72 - 364.85,354.00 - 369.50,4.28 - 19.78,352.50,293.88,250125,4,0.962,5
*_,VNET.L,Vianet Group plc,Industrials,Specialty Business Services,0.00,82.03 - 82.50,83.50 - 83.50,1.47 - 1.47,81.50,148.20,3328,1,0.842,2
*_,VNH.L,VietNam Holding Ord,Financial Services,Asset Management,0.57,389.00 - 403.00,396.00 - 411.00,7.00 - 22.00,402.50,588.12,38918,2,UNKNOWN,7
@_,VOD.L,Vodafone Group Public Limited Company,Communication Services,Telecom Services,2.67,85.84 - 87.92,87.20 - 89.14,1.36 - 3.30,88.64,222.44,35077066,8,0.431,3
@_,VOF.L,VinaCapital Vietnam Opp Fund Ord,Financial Services,Asset Management,0.75,476.50 - 486.50,484.33 - 494.00,7.83 - 17.50,487.00,278.20,222482,4,UNKNOWN,4
*_,VP.L,Vp plc,Industrials,Rental & Leasing Services,0.33,582.00 - 605.60,595.00 - 616.00,13.00 - 34.00,580.00,1604.72,18019,2,0.558,12
@_,VRCI.L,Verici Dx plc,Healthcare,Diagnostics & Research,0.00,0.50 - 0.50,0.52 - 0.55,0.02 - 0.05,0.52,2697.48,777827,5,1.534,9
@_,VSL.L,VPC Specialty Lending Investments PLC,UNKNOWN,UNKNOWN,0.33,16.10 - 16.55,16.30 - 16.93,0.20 - 0.83,16.88,646.47,260249,4,UNKNOWN,6
@_,VSVS.L,Vesuvius plc,Basic Materials,Steel,0.80,354.20 - 366.94,358.20 - 371.00,4.00 - 16.80,371.00,368.38,194711,3,1.065,5
*_,VTU.L,Vertu Motors plc,Consumer Cyclical,Auto & Truck Dealerships,0.00,59.00 - 61.24,61.12 - 62.20,2.12 - 3.20,59.75,558.94,270866,4,0.725,5
@_,VTY.L,Vistry Group PLC,Consumer Cyclical,Residential Construction,1.00,618.00 - 635.40,631.00 - 645.60,13.00 - 27.60,645.81,367.69,670964,5,2.042,5
@_,W7L.L,Warpaint London PLC,Consumer Defensive,Household & Personal Products,0.29,306.25 - 316.10,314.70 - 320.00,8.45 - 13.75,319.50,714.05,355976,4,0.098,7
@_,WATR.L,Water Intelligence plc,Industrials,Specialty Business Services,0.06,293.60 - 311.90,310.00 - 320.00,16.40 - 26.40,304.00,2823.92,17729,2,0.57,17
@_,WCW.L,Walker Crips Group plc,Financial Services,Asset Management,1.20,9.12 - 11.05,10.00 - 12.75,0.88 - 3.62,12.00,2221.58,71229,3,0.145,5
@_,WEIR.L,The Weir Group PLC,Industrials,Specialty Industrial Machinery,3.00,2434.00 - 2468.00,2466.00 - 2508.00,32.00 - 74.00,2518.00,144.00,647954,5,1.025,2
@_,WIL.L,Wilmington plc,Consumer Defensive,Education & Training Services,0.83,331.00 - 345.00,348.00 - 355.00,17.00 - 24.00,350.00,903.08,40508,2,0.331,6
@_,WINE.L,Naked Wines plc,Consumer Defensive,Beverages Wineries & Distilleries,0.00,77.00 - 85.70,79.51 - 87.80,2.51 - 10.80,88.31,1946.75,518129,5,1.538,19
*_,WINK.L,M Winkworth PLC,Real Estate,Real Estate Services,0.71,190.00 - 207.40,197.00 - 210.00,7.00 - 20.00,200.00,968.90,6800,1,0.548,7
@_,WISE.L,Wise plc,Technology,Information Technology Services,1.00,1023.00 - 1077.00,1044.00 - 1090.00,21.00 - 67.00,1083.00,448.00,906161,5,0.62,6
@_,WIX.L,Wickes Group plc,Consumer Cyclical,Home Improvement Retail,1.33,214.50 - 215.00,217.65 - 218.50,3.15 - 4.00,220.50,221.95,376337,4,0.916,3
*_,WIZZ.L,Wizz Air Holdings Plc,Industrials,Airlines,0.20,1341.73 - 1399.00,1361.50 - 1428.00,19.77 - 86.27,1398.00,348.54,623617,5,2.095,5
@_,WJG.L,Watkin Jones Plc,Consumer Cyclical,Residential Construction,0.15,27.05 - 28.00,27.99 - 29.00,0.94 - 1.95,28.15,2300.49,804306,5,1.481,20
@_,WKOF.L,Weiss Korea Opportunity Ord,Financial Services,Asset Management,0.00,146.06 - 147.92,148.50 - 150.00,2.44 - 3.94,149.00,326.14,10122,2,UNKNOWN,4
*_,WKP.L,Workspace Group Plc,Real Estate,REIT Office,1.67,416.00 - 417.50,420.40 - 424.00,4.40 - 8.00,413.50,211.06,614613,5,0.95,3
*_,WKS.L,Winking Studios Limited,Communication Services,Electronic Gaming & Multimedia,0.86,13.50 - 16.50,14.32 - 17.00,0.82 - 3.50,14.00,1823.50,122913,3,UNKNOWN,7
@_,WOSG.L,Watches of Switzerland Group PLC,Consumer Cyclical,Luxury Goods,1.50,328.20 - 331.80,333.00 - 339.13,4.80 - 10.93,334.48,340.95,648533,5,1.875,4
@_,WPHO.L,Windar Photonics PLC,Technology,Electronic Components,0.15,56.88 - 63.77,59.50 - 66.00,2.62 - 9.12,64.00,3566.85,239904,4,1.331,26
@_,WPP.L,WPP plc,Communication Services,Advertising Agencies,0.33,360.20 - 394.00,364.60 - 401.20,4.40 - 41.00,401.50,706.04,4419057,6,0.815,9
*_,WPS.L,W.A.G payment solutions plc,Technology,Software Infrastructure,0.00,82.00 - 89.00,83.40 - 91.00,1.40 - 9.00,85.00,906.32,261440,4,0.211,10
*_,WRKS.L,TheWorks.co.uk plc,Consumer Cyclical,Specialty Retail,0.62,46.03 - 52.50,47.26 - 55.00,1.23 - 8.97,48.00,1373.78,218817,4,1.234,8
@_,WSBN.L,Wishbone Gold Plc,Basic Materials,Gold,0.07,0.60 - 1.41,0.80 - 1.59,0.19 - 0.99,1.44,15758.61,284400116,10,1.499,30
@_,WSG.L,Westminster Group PLC,Industrials,Security & Protection Services,1.00,1.90 - 2.00,2.03 - 2.30,0.13 - 0.40,2.20,2369.27,555356,5,1.063,5
@_,WSP.L,Wynnstay Properties Plc,Real Estate,Real Estate Diversified,3.50,760.00 - 760.00,777.50 - 800.00,17.50 - 40.00,775.00,345.00,293,1,0.1,2
@_,WTB.L,Whitbread plc,Consumer Cyclical,Lodging,2.67,3065.00 - 3149.06,3141.00 - 3207.00,76.00 - 142.00,3208.00,183.94,471249,4,1.092,3
@_,WTE.L,Westmount Energy Limited,Energy,Oil & Gas E&P,0.00,1.51 - 1.65,1.68 - 1.85,0.17 - 0.34,1.70,4956.01,1355370,6,-0.121,12
@_,WWH.L,Worldwide Healthcare Ord,Financial Services,Asset Management,0.86,309.50 - 328.00,314.00 - 333.50,4.50 - 24.00,333.00,471.92,2240172,6,UNKNOWN,7
*_,WYN.L,Wynnstay Group Plc,Basic Materials,Agricultural Inputs,0.11,350.00 - 370.00,358.40 - 380.00,8.40 - 30.00,365.00,833.78,25896,2,0.285,9
@_,XAR.L,Xaar plc,Technology,Computer Hardware,0.42,110.50 - 114.13,113.50 - 117.50,3.00 - 7.00,117.50,1140.28,168894,3,0.835,12
@_,XPF.L,XP Factory Plc,Consumer Cyclical,Leisure,0.62,9.50 - 9.85,9.85 - 10.00,0.35 - 0.50,9.75,1351.07,182584,3,1.839,8
*_,XPP.L,XP Power Limited,Industrials,Electrical Equipment & Parts,0.23,910.00 - 943.00,925.04 - 996.00,15.04 - 86.00,930.00,1272.35,72541,3,1.456,13
@_,XPS.L,XPS Pensions Group plc,Consumer Cyclical,Personal Services,0.50,362.50 - 365.00,369.00 - 370.00,6.50 - 7.50,368.50,292.50,263445,4,0.337,4
@_,XSG.L,Xeros Technology Group plc,Industrials,Specialty Industrial Machinery,0.00,1.20 - 1.21,1.29 - 1.31,0.09 - 0.11,1.30,3661.13,258395,4,1.983,9
@_,XTR.L,Xtract Resources Plc,Basic Materials,Gold,0.50,0.61 - 0.65,0.67 - 0.74,0.06 - 0.13,0.70,4350.30,728876,5,-0.282,8
*_,YCA.L,Yellow Cake plc,Energy,Uranium,1.00,490.40 - 490.80,495.80 - 510.55,5.40 - 20.15,483.60,251.50,883891,5,0.336,2
*_,YNGA.L,Young & Co.'s Brewery  P.L.C.,Consumer Cyclical,Restaurants,1.75,850.00 - 860.40,863.00 - 873.00,13.00 - 23.00,850.00,252.55,57908,3,1.38,4
@_,YNGN.L,Young & Co.'s Brewery  P.L.C.,Consumer Cyclical,Restaurants,0.67,572.00 - 586.26,580.00 - 598.00,8.00 - 26.00,592.00,775.20,20648,2,1.38,9
@_,YOU.L,YouGov plc,Industrials,Consulting Services,0.25,319.50 - 346.32,325.50 - 351.68,6.00 - 32.18,350.50,815.58,384679,4,1.213,12
@_,YU.L,Yü Group PLC,Utilities,Utilities Diversified,0.23,1470.00 - 1577.00,1500.00 - 1600.00,30.00 - 130.00,1581.50,1075.50,40773,2,0.723,13
@_,ZAM.L,Zambeef Products PLC,Consumer Defensive,Packaged Foods,0.00,3.72 - 3.76,3.95 - 4.10,0.23 - 0.38,3.95,1266.98,58194,3,-0.351,4
@_,ZED.L,Zenova Group Plc,Basic Materials,Specialty Chemicals,7.00,0.22 - 0.22,0.23 - 0.23,0.01 - 0.01,0.22,222.81,1827780,6,-0.479,1
@_,ZEG.L,Zegona Communications plc,Communication Services,Telecom Services,0.50,1075.00 - 1118.38,1110.00 - 1135.00,35.00 - 60.00,1150.00,694.28,301738,4,2.974,6
*_,ZEN.L,Zenith Energy Ltd.,Energy,Oil & Gas E&P,0.00,3.50 - 3.95,4.00 - 4.30,0.50 - 0.80,3.75,2880.00,389370,4,0.95,8
*_,ZIG.L,Zigup Plc,Industrials,Rental & Leasing Services,0.00,336.00 - 342.82,340.40 - 348.50,4.40 - 12.50,342.50,212.52,455763,4,1.414,3
@_,ZIOC.L,Zanaga Iron Ore Company Limited,Basic Materials,Steel,0.31,7.50 - 7.76,7.78 - 8.48,0.28 - 0.98,7.90,2894.57,439365,4,2.247,13
@_,ZNWD.L,Zinnwald Lithium Plc,Basic Materials,Other Industrial Metals & Mining,0.11,4.70 - 4.85,4.84 - 5.04,0.14 - 0.34,4.85,3303.96,464599,4,0.401,19
@_,ZOO.L,ZOO Digital Group plc,Technology,Software Application,0.07,13.11 - 13.75,13.75 - 14.50,0.64 - 1.39,13.75,2518.49,361717,4,0.886,15
*_,ZPHR.L,Zephyr Energy plc,Energy,Oil & Gas E&P,0.04,2.70 - 3.25,2.82 - 3.38,0.11 - 0.68,3.23,4920.33,5000807,7,0.478,28
*_,ZTF.L,Zotefoams plc,Basic Materials,Specialty Chemicals,0.23,393.00 - 439.67,401.74 - 447.00,8.74 - 54.00,419.51,1214.33,213700,4,0.785,13
