I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
@_,THAR,Tharimmune  Inc.,Healthcare,Biotechnology,0.50,1.13 - 4.55,4.66 - 5.27,3.53 - 4.15,4.68,18485.82,49540180,8,1.194,2
*_,ICON,Icon Energy Corp.,Industrials,Marine Shipping,0.45,2.14 - 2.21,2.22 - 2.28,0.08 - 0.14,2.19,1327.93,44760,2,UNKNOWN,11
*_,RIME,Algorhythm Holdings  Inc.,Technology,Consumer Electronics,0.33,2.36 - 2.55,2.42 - 2.59,0.07 - 0.23,2.00,1675.19,147790,3,-0.101,12
*_,EJH,E-Home Household Service Holdings Limited,Consumer Cyclical,Personal Services,0.22,1.31 - 1.36,1.38 - 1.45,0.07 - 0.14,1.33,2209.47,183210,3,0.95,9
@_,STSS,Sharps Technology  Inc.,Healthcare,Medical Instruments & Supplies,0.46,5.10 - 7.04,5.19 - 7.25,0.09 - 2.15,7.41,2435.56,101210,3,2.143,13
@_,WAFU,Wah Fu Education Group Limited,Consumer Defensive,Education & Training Services,1.00,1.38 - 1.45,1.46 - 1.47,0.08 - 0.08,1.45,358.96,12480,2,1.042,2
*_,XWEL,XWELL  Inc.,Healthcare,Diagnostics & Research,0.00,1.04 - 1.18,1.12 - 1.22,0.08 - 0.18,1.12,770.49,13260,2,0.902,3
@_,NAAS,NaaS Technology Inc.,Consumer Cyclical,Specialty Retail,0.16,2.62 - 3.26,2.75 - 3.37,0.13 - 0.75,3.41,3034.78,137910,3,1.74,19
@_,HSCS,HeartSciences Inc.,Healthcare,Medical Devices,0.22,3.33 - 3.70,3.55 - 3.85,0.22 - 0.52,3.68,2053.23,97840,3,2.578,9
*_,GNLN,Greenlane Holdings  Inc.,Consumer Defensive,Tobacco,0.40,3.26 - 3.46,3.52 - 3.68,0.26 - 0.42,3.30,1256.73,110050,3,1.56,5
@_,CPHI,China Pharma Holdings  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,1.00,1.41 - 1.44,1.44 - 1.51,0.03 - 0.10,1.47,942.74,27190,2,0.879,6
@_,TTNP,Titan Pharmaceuticals  Inc.,Healthcare,Biotechnology,1.00,4.64 - 5.00,5.10 - 5.30,0.46 - 0.66,4.99,1305.88,31410,2,1.299,4
*_,XAGE,Longevity Health Holdings  Inc.,Consumer Defensive,Household & Personal Products,0.20,2.22 - 2.80,2.38 - 2.83,0.15 - 0.61,2.61,3368.59,34010,2,0.512,15
*_,IVDA,Iveda Solutions  Inc.,Industrials,Security & Protection Services,0.83,1.57 - 1.77,1.62 - 1.85,0.04 - 0.28,1.67,1838.58,384820,4,0.772,6
@_,WNW,Meiwu Technology Company Limited,Consumer Cyclical,Internet Retail,0.29,1.67 - 1.71,1.72 - 1.78,0.05 - 0.12,1.76,1005.88,10890,2,0.788,7
*_,SNOA,Sonoma Pharmaceuticals  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,0.00,2.98 - 5.82,3.06 - 6.25,0.08 - 3.27,5.10,6618.09,7748370,7,1.257,9
*_,TCRT,Alaunos Therapeutics  Inc.,Healthcare,Biotechnology,0.22,2.19 - 2.54,2.25 - 2.79,0.06 - 0.60,1.82,2311.68,598140,5,-0.807,9
@_,UGRO,urban-gro  Inc.,Industrials,Farm & Heavy Construction Machinery,0.00,0.35 - 0.36,0.39 - 0.39,0.04 - 0.04,0.40,1558.24,6127370,7,0.928,3
@_,ATXG,Addentax Group Corp.,Industrials,Integrated Freight & Logistics,1.50,0.44 - 0.44,0.49 - 0.50,0.05 - 0.06,0.50,1251.82,104860,3,-35.839,2
*_,LRHC,La Rosa Holdings Corp.,Real Estate,Real Estate Services,0.00,5.50 - 5.80,5.60 - 5.90,0.10 - 0.40,5.51,813.16,29250,2,UNKNOWN,9
@_,VIVS,VivoSim Labs  Inc.,Healthcare,Biotechnology,0.42,1.71 - 2.10,1.79 - 2.17,0.08 - 0.46,2.11,2401.20,24260,2,0.946,12
*_,RKDA,Arcadia Biosciences  Inc.,Consumer Defensive,Packaged Foods,0.33,4.21 - 4.50,4.34 - 4.65,0.13 - 0.44,4.09,388.07,5370,1,0.513,3
*_,ASNS,Actelis Networks  Inc.,Technology,Communication Equipment,0.00,0.51 - 0.60,0.52 - 0.62,0.01 - 0.10,0.48,428.88,361010,4,1.896,3
@_,BKYI,BIO-key International  Inc.,Industrials,Security & Protection Services,0.67,0.75 - 0.77,0.78 - 0.79,0.02 - 0.04,0.77,983.57,185760,3,0.41,6
*_,GV,Visionary Holdings Inc.,Consumer Defensive,Education & Training Services,0.00,1.92 - 1.92,2.39 - 2.39,0.47 - 0.47,1.61,1222.00,365120,4,0.067,1
@_,BOXL,Boxlight Corporation,Technology,Consumer Electronics,0.00,1.57 - 1.74,1.76 - 1.79,0.19 - 0.22,1.79,757.90,24690,2,0.819,2
*_,INDP,Indaptus Therapeutics  Inc.,Healthcare,Biotechnology,0.33,7.12 - 7.63,7.20 - 8.48,0.08 - 1.36,7.35,1635.26,5420,1,1.148,6
*_,ADN,Advent Technologies Holdings  Inc.,Industrials,Electrical Equipment & Parts,0.11,3.51 - 5.11,3.74 - 5.61,0.23 - 2.10,5.07,5389.19,4913490,6,0.688,9
*_,SUNE,SUNation Energy Inc.,Technology,Solar,0.75,1.41 - 1.55,1.44 - 1.70,0.03 - 0.29,1.53,1177.19,200040,4,4.527,4
@_,JCSE,JE Cleantech Holdings Limited,Industrials,Specialty Industrial Machinery,0.00,0.90 - 0.90,0.93 - 0.93,0.03 - 0.03,0.91,166.65,6600,1,0.148,1
@_,XBIO,Xenetic Biosciences  Inc.,Healthcare,Biotechnology,1.00,2.71 - 2.87,2.90 - 3.12,0.19 - 0.41,3.03,1404.60,10910,2,2.329,4
*_,WBUY,UNKNOWN,Consumer Cyclical,Internet Retail,0.14,2.80 - 3.22,2.85 - 3.30,0.05 - 0.50,2.88,1502.95,61700,3,UNKNOWN,7
*_,CASK,Heritage Distilling Holding Company  Inc.,Consumer Defensive,Beverages Wineries & Distilleries,0.00,0.53 - 0.53,0.54 - 0.57,0.01 - 0.04,0.46,1511.51,3103710,6,UNKNOWN,12
@_,GSUN,Golden Sun Health Technology Group Limited,Consumer Defensive,Education & Training Services,1.00,2.03 - 2.71,2.90 - 2.91,0.87 - 0.88,2.82,2511.81,13590,2,1.833,2
@_,KTTA,Pasithea Therapeutics Corp.,Healthcare,Biotechnology,0.50,0.69 - 0.70,0.71 - 0.72,0.02 - 0.03,0.72,932.22,60870,3,0.263,8
*_,SRXH,SRx Health Solutions Inc.,Healthcare,Medical Care Facilities,0.50,0.27 - 0.43,0.54 - 0.70,0.27 - 0.43,0.41,9288.25,70748410,9,UNKNOWN,2
@_,BCTX,BriaCell Therapeutics Corp.,Healthcare,Biotechnology,5.00,0.69 - 0.69,0.77 - 0.77,0.07 - 0.07,0.70,576.56,616220,5,1.413,1
@_,POLA,Polar Power  Inc.,Industrials,Electrical Equipment & Parts,1.20,1.82 - 1.90,1.91 - 2.11,0.09 - 0.29,1.91,1746.74,23310,2,0.41,5
*_,CHSN,Chanson International Holding,Consumer Cyclical,Restaurants,0.14,2.66 - 5.85,2.73 - 5.97,0.07 - 3.30,2.27,1921.15,456054,4,-2.807,14
*_,KAVL,Kaival Brands Innovations Group  Inc.,Consumer Defensive,Tobacco,0.00,0.62 - 0.98,0.67 - 1.06,0.05 - 0.44,0.94,6879.87,486380,4,-0.476,34
*_,IBG,Innovation Beverage Group Limited,Consumer Defensive,Beverages Wineries & Distilleries,0.00,0.62 - 0.63,0.65 - 0.65,0.03 - 0.03,0.57,716.52,390910,4,UNKNOWN,4
*_,CREG,Smart Powerr Corp.,Utilities,Utilities Renewable,0.00,1.38 - 1.61,1.47 - 1.67,0.09 - 0.28,1.45,1176.27,198360,3,0.718,3
*_,PALI,Palisade Bio  Inc.,Healthcare,Biotechnology,0.00,0.73 - 0.81,0.82 - 0.83,0.09 - 0.10,0.74,1424.08,531530,5,1.41,10
@_,BON,Bon Natural Life Limited,Basic Materials,Specialty Chemicals,0.38,1.31 - 1.33,1.33 - 1.35,0.02 - 0.04,1.38,1178.51,69790,3,-0.475,13
*_,SGN,UNKNOWN,Technology,Software Application,0.00,1.44 - 1.70,1.55 - 1.76,0.11 - 0.32,1.54,2142.27,431170,4,UNKNOWN,8
@_,CMND,Clearmind Medicine Inc.,Healthcare,Biotechnology,0.25,0.97 - 0.99,1.00 - 1.02,0.03 - 0.05,1.03,612.40,52060,3,-1.258,4
*_,MOVE,Movano Inc.,Healthcare,Medical Devices,0.31,0.57 - 0.75,0.58 - 0.77,0.01 - 0.19,0.72,3432.60,438720,4,0.889,13
@_,BSLK,Bolt Projects Holdings  Inc.,Basic Materials,Specialty Chemicals,0.50,3.28 - 8.96,11.91 - 15.48,8.63 - 12.20,8.27,20238.90,34140300,8,0.168,2
*_,AQMS,Aqua Metals  Inc.,Industrials,Waste Management,0.38,3.95 - 4.30,4.04 - 4.54,0.09 - 0.59,3.60,1427.80,39940,2,0.288,8
@_,ENSC,Ensysce Biosciences  Inc.,Healthcare,Biotechnology,0.40,2.04 - 2.05,2.08 - 2.09,0.04 - 0.05,2.07,514.17,112440,3,1.017,5
@_,VEEE,Twin Vee Powercats Co.,Consumer Cyclical,Recreational Vehicles,1.00,1.94 - 2.01,2.07 - 2.13,0.12 - 0.19,2.04,633.45,40860,2,0.978,2
*_,CMCT,Creative Media & Community Trust Corporation,Real Estate,REIT Office,0.00,6.00 - 7.14,6.24 - 7.50,0.24 - 1.50,6.35,1333.72,50270,3,0.887,6
*_,CDT,CDT Equity Inc.,Healthcare,Biotechnology,0.06,1.48 - 1.72,1.50 - 1.79,0.02 - 0.31,1.68,2234.29,92110,3,1.91,17
*_,QNRX,Quoin Pharmaceuticals  Ltd.,Healthcare,Biotechnology,1.20,7.15 - 7.30,7.38 - 7.80,0.23 - 0.65,7.20,804.98,3390,1,1.824,5
@_,GLTO,Galecto  Inc.,Healthcare,Biotechnology,0.00,3.26 - 3.34,3.33 - 3.50,0.07 - 0.24,3.34,1246.50,8470,1,1.354,9
*_,GBR,New Concept Energy  Inc.,Real Estate,Real Estate Services,1.33,0.83 - 1.01,1.03 - 1.19,0.20 - 0.36,0.90,2363.28,46660,2,-0.002,3
*_,WAI,Top KingWin Ltd,Financial Services,Capital Markets,0.00,0.34 - 0.35,0.36 - 0.37,0.02 - 0.03,0.19,1611.11,1483010,6,2.39,5
@_,VERO,Venus Concept Inc.,Healthcare,Medical Devices,0.50,2.24 - 2.39,2.42 - 2.45,0.18 - 0.21,2.44,1098.34,19430,2,0.121,4
*_,GRI,GRI Bio  Inc.,Healthcare,Biotechnology,0.71,1.31 - 1.49,1.41 - 1.57,0.10 - 0.26,1.38,1298.80,103030,3,-1.828,7
@_,PRSO,Peraso Inc.,Technology,Semiconductors,0.50,0.79 - 0.79,0.82 - 0.82,0.03 - 0.03,0.83,379.71,89010,3,0.663,2
@_,EVTV,Envirotech Vehicles  Inc.,Consumer Cyclical,Auto Manufacturers,0.55,1.73 - 2.26,1.76 - 2.40,0.03 - 0.67,2.36,2818.79,80620,3,0.609,11
*_,AGMH,AGM Group Holdings Inc.,Technology,Computer Hardware,0.00,2.25 - 2.30,2.31 - 2.37,0.06 - 0.12,2.08,1007.46,50980,3,1.333,8
@_,BBLG,Bone Biologics Corporation,Healthcare,Medical Devices,0.33,2.10 - 2.14,2.19 - 2.23,0.09 - 0.13,2.22,564.94,35350,2,1.194,3
*_,CTNT,Cheetah Net Supply Chain Service Inc.,Industrials,Integrated Freight & Logistics,0.00,1.61 - 1.67,1.69 - 1.82,0.08 - 0.21,1.65,1066.32,36730,2,1.855,4
*_,NDRA,ENDRA Life Sciences Inc.,Healthcare,Diagnostics & Research,0.00,4.21 - 4.68,4.38 - 4.84,0.17 - 0.63,4.32,1749.23,33650,2,-0.171,12
@_,BAOS,Baosheng Media Group Holdings Limited,Communication Services,Advertising Agencies,1.00,2.68 - 2.77,2.80 - 2.88,0.12 - 0.20,2.87,992.72,11650,2,1.511,5
*_,MTNB,Matinas BioPharma Holdings  Inc.,Healthcare,Biotechnology,0.00,1.36 - 2.60,1.58 - 3.05,0.22 - 1.69,2.13,5461.81,2739000,6,1.324,6
*_,ASTI,Ascent Solar Technologies  Inc.,Technology,Solar,0.00,2.04 - 2.40,2.13 - 2.44,0.09 - 0.40,2.13,2062.82,181500,3,2.102,9
@_,XPON,Expion360 Inc.,Industrials,Electrical Equipment & Parts,0.00,1.25 - 1.25,5.37 - 5.37,4.12 - 4.12,1.78,16517.08,44278030,8,0.156,1
*_,JWEL,Jowell Global Ltd.,Consumer Cyclical,Internet Retail,0.50,1.85 - 1.92,1.98 - 2.05,0.13 - 0.20,1.87,696.64,19840,2,0.957,2
*_,PAPL,Pineapple Financial Inc.,Financial Services,Mortgage Finance,0.30,4.27 - 5.07,4.43 - 5.53,0.16 - 1.26,4.20,2279.44,375830,4,UNKNOWN,10
*_,SILO,Silo Pharma  Inc.,Healthcare,Biotechnology,0.44,0.69 - 0.70,0.70 - 0.71,0.01 - 0.02,0.63,862.32,432630,4,1.631,9
*_,AEHL,Antelope Enterprise Holdings Limited,Industrials,Building Products & Equipment,0.14,2.33 - 3.74,2.40 - 3.83,0.07 - 1.50,3.34,4712.81,97430,3,0.762,21
*_,QLGN,Qualigen Therapeutics  Inc.,Healthcare,Biotechnology,0.00,1.64 - 1.92,1.73 - 2.01,0.09 - 0.37,1.86,2164.50,61270,3,-0.171,14
@_,JXG,JX Luxventure Group Inc.,Consumer Cyclical,Apparel Manufacturing,1.00,0.94 - 0.95,0.97 - 1.08,0.03 - 0.14,1.02,948.47,161310,3,0.872,3
@_,MNDR,Mobile-health Network Solutions,Healthcare,Health Information Services,0.00,0.89 - 0.89,1.46 - 1.46,0.57 - 0.57,1.07,3203.40,740520,5,UNKNOWN,1
@_,REVB,Revelation Biosciences  Inc.,Healthcare,Biotechnology,0.14,2.47 - 2.83,2.55 - 2.89,0.08 - 0.42,2.93,2668.65,91980,3,-0.054,22
@_,CHNR,China Natural Resources  Inc.,Industrials,Pollution & Treatment Controls,0.36,3.45 - 3.64,3.63 - 3.74,0.18 - 0.29,3.70,1940.46,17820,2,0.225,14
@_,SGLY,Singularity Future Technology Ltd.,Industrials,Integrated Freight & Logistics,2.33,0.95 - 0.96,0.98 - 1.17,0.03 - 0.22,1.07,1839.25,33430,2,1.046,3
*_,BNRG,Brenmiller Energy Ltd,Utilities,Utilities Renewable,0.38,1.83 - 2.30,1.92 - 2.37,0.09 - 0.54,2.23,1885.00,83700,3,-1.191,8
@_,ORIS,Oriental Rise Holdings Limited,Consumer Defensive,Packaged Foods,1.00,0.11 - 0.11,0.12 - 0.12,0.02 - 0.02,0.11,475.73,32232570,8,UNKNOWN,1
@_,ALBT,Avalon GloboCare Corp.,Real Estate,Real Estate Services,2.00,1.93 - 1.93,2.17 - 2.17,0.24 - 0.24,2.13,621.60,60320,3,-0.023,1
*_,DRMA,Dermata Therapeutics  Inc.,Healthcare,Biotechnology,0.00,6.11 - 6.30,6.53 - 6.57,0.42 - 0.46,5.48,558.21,22970,2,0.558,2
*_,SNGX,Soligenix  Inc.,Healthcare,Biotechnology,0.27,2.52 - 5.30,2.62 - 5.93,0.11 - 3.41,3.37,6694.05,19584930,8,1.964,11
*_,TGL,Treasure Global Inc.,Technology,Software Application,1.50,1.16 - 1.32,1.35 - 1.48,0.19 - 0.32,1.21,2906.16,1674060,6,-0.148,4
*_,OLB,The OLB Group  Inc.,Technology,Software Infrastructure,0.00,1.04 - 1.52,1.15 - 1.55,0.11 - 0.51,1.01,829.05,183730,3,1.847,4
@_,TOVX,Theriva Biologics  Inc.,Healthcare,Biotechnology,1.00,0.42 - 0.42,0.45 - 0.51,0.03 - 0.09,0.42,1777.56,1779110,6,0.775,3
@_,VRAX,Virax Biolabs Group Limited,Healthcare,Biotechnology,1.00,0.72 - 0.76,0.78 - 0.80,0.06 - 0.08,0.76,1021.39,26760,2,1.643,3
@_,GLMD,Galmed Pharmaceuticals Ltd.,Healthcare,Biotechnology,0.83,1.40 - 1.43,1.47 - 1.55,0.07 - 0.15,1.49,1662.73,132750,3,0.58,6
*_,CHEK,Check-Cap Ltd.,Healthcare,Diagnostics & Research,1.00,0.65 - 0.66,0.67 - 0.68,0.01 - 0.03,0.64,456.96,17040,2,0.214,3
*_,OCTO,Eightco Holdings Inc.,Consumer Cyclical,Packaging & Containers,0.17,1.54 - 1.55,1.56 - 1.63,0.02 - 0.09,1.50,709.88,40160,2,1.502,6
*_,GCTK,GlucoTrack  Inc.,Healthcare,Medical Instruments & Supplies,0.80,5.21 - 5.74,5.54 - 5.95,0.33 - 0.73,5.56,1089.64,23230,2,-0.193,5
@_,IMTE,Integrated Media Technology Limited,Technology,Electronic Components,0.00,0.95 - 0.95,0.97 - 1.02,0.02 - 0.07,1.00,1314.88,11540,2,1.198,7
*_,SXTP,60 Degrees Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.22,1.27 - 1.31,1.32 - 1.37,0.05 - 0.10,1.27,1122.77,65410,3,2.71,9
*_,MYSZ,My Size  Inc.,Technology,Software Application,0.00,1.20 - 1.26,1.26 - 1.36,0.06 - 0.15,1.21,850.66,158310,3,-0.179,3
@_,CNET,ZW Data Action Technologies Inc.,Communication Services,Advertising Agencies,0.75,1.29 - 1.36,1.36 - 1.52,0.07 - 0.23,1.52,1161.59,6320,1,0.543,4
*_,ACON,Aclarion  Inc.,Healthcare,Health Information Services,0.25,7.02 - 7.33,7.23 - 7.71,0.21 - 0.69,7.30,1491.12,8930,1,1.345,8
@_,SMTK,SmartKem  Inc.,Technology,Semiconductor Equipment & Materials,0.60,0.60 - 0.71,0.71 - 0.73,0.11 - 0.13,0.65,1485.33,196020,3,2.36,5
@_,XRTX,XORTX Therapeutics Inc.,Healthcare,Biotechnology,0.50,0.72 - 0.80,0.82 - 0.85,0.10 - 0.13,0.83,1007.25,114170,3,-0.031,2
*_,RDHL,RedHill Biopharma Ltd.,Healthcare,Drug Manufacturers Specialty & Generic,0.60,1.31 - 1.39,1.39 - 1.42,0.08 - 0.10,1.34,1122.82,146700,3,4.174,5
*_,RELI,Reliance Global Group  Inc.,Financial Services,Insurance Brokers,0.00,0.86 - 0.98,0.87 - 0.99,0.01 - 0.12,0.95,457.70,100080,3,-0.329,5
*_,OTRK,Ontrak  Inc.,Healthcare,Health Information Services,0.08,0.38 - 0.40,0.41 - 0.43,0.03 - 0.05,0.32,3303.37,1435220,6,1.978,13
*_,SPRC,SciSparc Ltd.,Healthcare,Biotechnology,0.38,4.13 - 5.20,4.23 - 5.27,0.10 - 1.14,4.63,1427.41,77850,3,0.949,8
*_,CETX,Cemtrex  Inc.,Technology,Software Infrastructure,0.00,1.26 - 1.26,1.40 - 1.40,0.14 - 0.14,1.17,553.98,1017980,6,1.609,1
*_,AMIX,Autonomix Medical  Inc.,Healthcare,Medical Devices,0.40,1.09 - 1.11,1.12 - 1.16,0.03 - 0.07,1.01,775.80,192540,3,UNKNOWN,5
@_,PW,Power REIT,Real Estate,REIT Specialty,0.75,1.24 - 1.55,1.40 - 1.67,0.16 - 0.43,1.51,1834.85,144400,3,1.372,4
*_,SANW,S&W Seed Company,Basic Materials,Agricultural Inputs,1.67,0.32 - 0.34,0.35 - 0.39,0.03 - 0.07,0.34,2332.42,6870,1,1.828,3
*_,IVP,Inspire Veterinary Partners  Inc.,Consumer Cyclical,Personal Services,0.33,0.82 - 1.12,0.92 - 1.26,0.10 - 0.44,0.94,4911.89,5622520,7,UNKNOWN,6
*_,CNSP,CNS Pharmaceuticals  Inc.,Healthcare,Biotechnology,0.44,5.82 - 7.18,6.02 - 7.74,0.20 - 1.92,6.50,3012.14,140580,3,0.759,9
@_,HAO,Haoxi Health Technology Limited,Communication Services,Advertising Agencies,0.33,1.00 - 1.20,1.09 - 1.26,0.09 - 0.26,1.21,2349.00,23350,2,UNKNOWN,9
*_,TWG,Top Wealth Group Holding Limited,Consumer Defensive,Food Distribution,0.00,6.72 - 7.61,6.90 - 7.80,0.18 - 1.08,5.41,562.23,23580,2,UNKNOWN,5
*_,AZTR,Azitra  Inc.,Healthcare,Biotechnology,0.00,0.82 - 1.18,0.95 - 1.33,0.12 - 0.51,0.94,3923.14,3986339,6,-1.614,3
@_,AYRO,Ayro  Inc.,Consumer Cyclical,Auto Manufacturers,0.09,5.96 - 7.20,6.45 - 7.42,0.49 - 1.46,7.10,2556.52,60590,3,3.344,11
*_,TIVC,Tivic Health Systems  Inc.,Healthcare,Medical Devices,0.11,3.49 - 4.21,3.59 - 5.34,0.09 - 1.85,3.18,3814.31,6068250,7,1.985,9
@_,NBY,NovaBay Pharmaceuticals  Inc.,Healthcare,Biotechnology,4.00,0.55 - 0.55,1.22 - 1.22,0.67 - 0.67,0.91,6117.10,19332600,8,0.405,1
*_,TAOP,Taoping Inc.,Technology,Software Infrastructure,0.00,3.43 - 3.80,3.80 - 3.90,0.37 - 0.47,3.25,1033.56,18340,2,0.389,5
*_,WINT,Windtree Therapeutics  Inc.,Healthcare,Biotechnology,1.00,0.45 - 0.45,0.50 - 0.50,0.04 - 0.04,0.10,549.90,7506790,7,0.633,1
*_,HTOO,Fusion Fuel Green PLC,Utilities,Utilities Renewable,0.08,4.11 - 4.46,4.16 - 4.60,0.05 - 0.49,4.18,1218.87,56610,3,1.86,12
@_,XELB,Xcel Brands  Inc.,Consumer Cyclical,Apparel Manufacturing,0.67,1.02 - 1.26,1.08 - 1.28,0.06 - 0.26,1.29,2118.19,250150,4,0.819,9
*_,LOBO,Lobo EV Technologies Ltd.,Consumer Cyclical,Auto Manufacturers,2.00,0.59 - 0.59,0.63 - 0.64,0.05 - 0.05,0.55,761.38,468220,4,UNKNOWN,2
@_,JZ,Jianzhi Education Technology Group Company Limited,Technology,Information Technology Services,0.50,1.30 - 1.71,1.80 - 1.81,0.50 - 0.51,1.60,2224.53,19620,2,2.084,2
*_,SBEV,Splash Beverage Group  Inc.,Consumer Defensive,Beverages Wineries & Distilleries,0.24,1.55 - 2.11,1.66 - 2.31,0.12 - 0.76,1.88,4831.84,2410420,6,0.909,17
*_,ITP,IT Tech Packaging  Inc.,Basic Materials,Paper & Paper Products,1.00,0.20 - 0.20,0.21 - 0.21,0.00 - 0.00,0.20,739.17,399210,4,-0.947,3
@_,BLMZ,BloomZ Inc.,Communication Services,Entertainment,2.50,0.18 - 0.18,0.20 - 0.20,0.02 - 0.02,0.19,1109.28,2419040,6,UNKNOWN,2
*_,SLE,Super League Enterprise  Inc.,Communication Services,Internet Content & Information,0.45,3.35 - 4.03,3.52 - 4.26,0.17 - 0.91,3.54,2111.62,150680,3,1.752,11
*_,AIHS,Senmiao Technology Limited,Industrials,Rental & Leasing Services,0.00,1.84 - 2.22,2.01 - 2.35,0.17 - 0.51,2.10,1072.01,15280,2,0.617,4
*_,DGLY,Digital Ally  Inc.,Communication Services,Internet Content & Information,1.00,1.68 - 1.88,1.79 - 1.98,0.11 - 0.30,1.87,944.46,152550,3,0.732,3
*_,SOAR,Volato Group  Inc.,Industrials,Airports & Air Services,0.00,1.35 - 1.78,1.45 - 1.81,0.10 - 0.46,1.51,2105.13,1433970,6,0.842,7
@_,DFLI,Dragonfly Energy Holdings Corp.,Industrials,Electrical Equipment & Parts,0.33,0.26 - 0.28,0.32 - 0.38,0.06 - 0.12,0.33,3907.44,43943840,8,-0.653,3
*_,CWD,CaliberCos Inc.,Financial Services,Asset Management,0.27,1.66 - 2.50,1.76 - 2.72,0.10 - 1.06,1.69,2070.86,207450,4,-0.648,11
@_,BENF,Beneficient,Financial Services,Asset Management,1.50,0.28 - 0.29,0.33 - 0.33,0.05 - 0.05,0.34,1582.84,179450,3,0.497,2
@_,ENVB,Enveric Biosciences  Inc.,Healthcare,Biotechnology,0.27,1.06 - 1.10,1.10 - 1.18,0.04 - 0.12,1.19,1567.00,68370,3,0.368,11
@_,INM,InMed Pharmaceuticals Inc.,Healthcare,Drug Manufacturers Specialty & Generic,1.00,2.18 - 2.20,2.24 - 2.39,0.06 - 0.21,2.27,569.26,57390,3,0.471,2
*_,VCIG,VCI Global Limited,Industrials,Consulting Services,0.00,0.79 - 0.79,0.91 - 1.14,0.12 - 0.35,0.78,2973.58,11327210,8,1.756,2
*_,ELAB,PMGC Holdings Inc.,Healthcare,Biotechnology,1.25,1.87 - 2.88,1.99 - 3.54,0.12 - 1.67,2.35,5408.60,15847490,8,UNKNOWN,4
@_,AQB,AquaBounty Technologies  Inc.,Consumer Defensive,Farm Products,0.00,0.70 - 0.71,0.71 - 0.73,0.01 - 0.03,0.75,1198.54,19840,2,1.207,12
*_,LICN,Lichen International Limited,Industrials,Specialty Business Services,0.00,4.10 - 4.85,4.19 - 4.99,0.09 - 0.89,4.49,1650.36,35580,2,1.095,7
*_,JAGX,Jaguar Health  Inc.,Healthcare,Biotechnology,1.00,2.03 - 2.37,2.07 - 2.59,0.04 - 0.56,1.80,653.34,141540,3,0.443,3
*_,PRFX,PainReform Ltd.,Healthcare,Drug Manufacturers Specialty & Generic,0.75,1.33 - 2.58,1.39 - 3.23,0.06 - 1.90,1.71,8512.51,17128600,8,0.567,4
*_,UOKA,MDJM Ltd,Consumer Cyclical,Lodging,1.00,2.61 - 2.69,2.74 - 2.80,0.13 - 0.19,2.66,645.35,13680,2,-0.527,3
*_,VTAK,Catheter Precision  Inc.,Healthcare,Medical Devices,0.57,2.65 - 3.84,3.06 - 4.25,0.41 - 1.60,3.04,4891.60,6244602,7,-0.275,7
*_,AKAN,Akanda Corp.,Healthcare,Drug Manufacturers Specialty & Generic,0.00,1.30 - 1.33,1.35 - 1.40,0.05 - 0.10,1.27,833.17,513340,5,1.61,4
*_,CERO,CERo Therapeutics Holdings  Inc.,Healthcare,Biotechnology,0.18,7.93 - 8.74,8.02 - 8.90,0.09 - 0.96,8.25,1523.32,26260,2,0.49,17
*_,AUUD,Auddia Inc.,Technology,Software Application,0.38,2.28 - 2.86,2.44 - 3.03,0.16 - 0.75,2.51,3194.43,8369840,7,1.067,13
@_,TANH,Tantech Holdings Ltd,Consumer Defensive,Household & Personal Products,0.60,1.79 - 1.95,1.88 - 2.04,0.09 - 0.25,2.03,970.30,32750,2,0.326,5
*_,ISPC,iSpecimen Inc.,Healthcare,Diagnostics & Research,0.50,1.15 - 1.17,1.18 - 1.42,0.03 - 0.27,0.82,2483.70,1837270,6,1.649,10
*_,CISS,C3is Inc.,Industrials,Marine Shipping,1.00,3.20 - 3.40,3.56 - 3.62,0.36 - 0.42,3.05,2223.53,493100,4,1.688,5
*_,APDN,Applied DNA Sciences  Inc.,Healthcare,Diagnostics & Research,0.15,3.94 - 4.12,4.01 - 4.21,0.07 - 0.27,3.40,1033.27,60760,3,-0.035,13
*_,AEMD,Aethlon Medical  Inc.,Healthcare,Medical Devices,0.60,1.10 - 2.30,1.17 - 2.69,0.07 - 1.59,1.58,7153.60,15657440,8,1.724,5
*_,BDRX,Biodexa Pharmaceuticals Plc,Healthcare,Biotechnology,0.86,6.34 - 7.03,6.59 - 7.20,0.25 - 0.86,6.60,1127.85,17990,2,0.985,7
*_,NAOV,NanoVibronix  Inc.,Healthcare,Medical Devices,0.00,6.17 - 7.11,6.72 - 7.43,0.55 - 1.26,5.37,1403.77,60864,3,1.837,7
*_,NIVF,NewGenIvf Group Limited,Healthcare,Medical Care Facilities,0.33,1.81 - 1.87,1.90 - 1.97,0.09 - 0.16,1.74,1089.01,146810,3,-0.098,6
@_,FAMI,Farmmi  Inc.,Consumer Defensive,Packaged Foods,1.00,1.61 - 1.69,1.69 - 1.74,0.08 - 0.13,1.76,819.68,11810,2,1.641,5
